SKU,description,normalPrice,specialPrice
37169,"description for 37169",37169.09,37169.01
37170,"description for 37170",37170.09,37170.01
37171,"description for 37171",37171.09,37171.01
37172,"description for 37172",37172.09,37172.01
37173,"description for 37173",37173.09,37173.01
37174,"description for 37174",37174.09,37174.01
37175,"description for 37175",37175.09,37175.01
37176,"description for 37176",37176.09,37176.01
37177,"description for 37177",37177.09,37177.01
37178,"description for 37178",37178.09,37178.01
37179,"description for 37179",37179.09,37179.01
37180,"description for 37180",37180.09,37180.01
37181,"description for 37181",37181.09,37181.01
37182,"description for 37182",37182.09,37182.01
37183,"description for 37183",37183.09,37183.01
37184,"description for 37184",37184.09,37184.01
37185,"description for 37185",37185.09,37185.01
37186,"description for 37186",37186.09,37186.01
37187,"description for 37187",37187.09,37187.01
37188,"description for 37188",37188.09,37188.01
37189,"description for 37189",37189.09,37189.01
37190,"description for 37190",37190.09,37190.01
37191,"description for 37191",37191.09,37191.01
37192,"description for 37192",37192.09,37192.01
37193,"description for 37193",37193.09,37193.01
37194,"description for 37194",37194.09,37194.01
37195,"description for 37195",37195.09,37195.01
37196,"description for 37196",37196.09,37196.01
37197,"description for 37197",37197.09,37197.01
37198,"description for 37198",37198.09,37198.01
37199,"description for 37199",37199.09,37199.01
37200,"description for 37200",37200.09,37200.01
37201,"description for 37201",37201.09,37201.01
37202,"description for 37202",37202.09,37202.01
37203,"description for 37203",37203.09,37203.01
37204,"description for 37204",37204.09,37204.01
37205,"description for 37205",37205.09,37205.01
37206,"description for 37206",37206.09,37206.01
37207,"description for 37207",37207.09,37207.01
37208,"description for 37208",37208.09,37208.01
37209,"description for 37209",37209.09,37209.01
37210,"description for 37210",37210.09,37210.01
37211,"description for 37211",37211.09,37211.01
37212,"description for 37212",37212.09,37212.01
37213,"description for 37213",37213.09,37213.01
37214,"description for 37214",37214.09,37214.01
37215,"description for 37215",37215.09,37215.01
37216,"description for 37216",37216.09,37216.01
37217,"description for 37217",37217.09,37217.01
37218,"description for 37218",37218.09,37218.01
37219,"description for 37219",37219.09,37219.01
37220,"description for 37220",37220.09,37220.01
37221,"description for 37221",37221.09,37221.01
37222,"description for 37222",37222.09,37222.01
37223,"description for 37223",37223.09,37223.01
37224,"description for 37224",37224.09,37224.01
37225,"description for 37225",37225.09,37225.01
37226,"description for 37226",37226.09,37226.01
37227,"description for 37227",37227.09,37227.01
37228,"description for 37228",37228.09,37228.01
37229,"description for 37229",37229.09,37229.01
37230,"description for 37230",37230.09,37230.01
37231,"description for 37231",37231.09,37231.01
37232,"description for 37232",37232.09,37232.01
37233,"description for 37233",37233.09,37233.01
37234,"description for 37234",37234.09,37234.01
37235,"description for 37235",37235.09,37235.01
37236,"description for 37236",37236.09,37236.01
37237,"description for 37237",37237.09,37237.01
37238,"description for 37238",37238.09,37238.01
37239,"description for 37239",37239.09,37239.01
37240,"description for 37240",37240.09,37240.01
37241,"description for 37241",37241.09,37241.01
37242,"description for 37242",37242.09,37242.01
37243,"description for 37243",37243.09,37243.01
37244,"description for 37244",37244.09,37244.01
37245,"description for 37245",37245.09,37245.01
37246,"description for 37246",37246.09,37246.01
37247,"description for 37247",37247.09,37247.01
37248,"description for 37248",37248.09,37248.01
37249,"description for 37249",37249.09,37249.01
37250,"description for 37250",37250.09,37250.01
37251,"description for 37251",37251.09,37251.01
37252,"description for 37252",37252.09,37252.01
37253,"description for 37253",37253.09,37253.01
37254,"description for 37254",37254.09,37254.01
37255,"description for 37255",37255.09,37255.01
37256,"description for 37256",37256.09,37256.01
37257,"description for 37257",37257.09,37257.01
37258,"description for 37258",37258.09,37258.01
37259,"description for 37259",37259.09,37259.01
37260,"description for 37260",37260.09,37260.01
37261,"description for 37261",37261.09,37261.01
37262,"description for 37262",37262.09,37262.01
37263,"description for 37263",37263.09,37263.01
37264,"description for 37264",37264.09,37264.01
37265,"description for 37265",37265.09,37265.01
37266,"description for 37266",37266.09,37266.01
37267,"description for 37267",37267.09,37267.01
37268,"description for 37268",37268.09,37268.01
37269,"description for 37269",37269.09,37269.01
37270,"description for 37270",37270.09,37270.01
37271,"description for 37271",37271.09,37271.01
37272,"description for 37272",37272.09,37272.01
37273,"description for 37273",37273.09,37273.01
37274,"description for 37274",37274.09,37274.01
37275,"description for 37275",37275.09,37275.01
37276,"description for 37276",37276.09,37276.01
37277,"description for 37277",37277.09,37277.01
37278,"description for 37278",37278.09,37278.01
37279,"description for 37279",37279.09,37279.01
37280,"description for 37280",37280.09,37280.01
37281,"description for 37281",37281.09,37281.01
37282,"description for 37282",37282.09,37282.01
37283,"description for 37283",37283.09,37283.01
37284,"description for 37284",37284.09,37284.01
37285,"description for 37285",37285.09,37285.01
37286,"description for 37286",37286.09,37286.01
37287,"description for 37287",37287.09,37287.01
37288,"description for 37288",37288.09,37288.01
37289,"description for 37289",37289.09,37289.01
37290,"description for 37290",37290.09,37290.01
37291,"description for 37291",37291.09,37291.01
37292,"description for 37292",37292.09,37292.01
37293,"description for 37293",37293.09,37293.01
37294,"description for 37294",37294.09,37294.01
37295,"description for 37295",37295.09,37295.01
37296,"description for 37296",37296.09,37296.01
37297,"description for 37297",37297.09,37297.01
37298,"description for 37298",37298.09,37298.01
37299,"description for 37299",37299.09,37299.01
37300,"description for 37300",37300.09,37300.01
37301,"description for 37301",37301.09,37301.01
37302,"description for 37302",37302.09,37302.01
37303,"description for 37303",37303.09,37303.01
37304,"description for 37304",37304.09,37304.01
37305,"description for 37305",37305.09,37305.01
37306,"description for 37306",37306.09,37306.01
37307,"description for 37307",37307.09,37307.01
37308,"description for 37308",37308.09,37308.01
37309,"description for 37309",37309.09,37309.01
37310,"description for 37310",37310.09,37310.01
37311,"description for 37311",37311.09,37311.01
37312,"description for 37312",37312.09,37312.01
37313,"description for 37313",37313.09,37313.01
37314,"description for 37314",37314.09,37314.01
37315,"description for 37315",37315.09,37315.01
37316,"description for 37316",37316.09,37316.01
37317,"description for 37317",37317.09,37317.01
37318,"description for 37318",37318.09,37318.01
37319,"description for 37319",37319.09,37319.01
37320,"description for 37320",37320.09,37320.01
37321,"description for 37321",37321.09,37321.01
37322,"description for 37322",37322.09,37322.01
37323,"description for 37323",37323.09,37323.01
37324,"description for 37324",37324.09,37324.01
37325,"description for 37325",37325.09,37325.01
37326,"description for 37326",37326.09,37326.01
37327,"description for 37327",37327.09,37327.01
37328,"description for 37328",37328.09,37328.01
37329,"description for 37329",37329.09,37329.01
37330,"description for 37330",37330.09,37330.01
37331,"description for 37331",37331.09,37331.01
37332,"description for 37332",37332.09,37332.01
37333,"description for 37333",37333.09,37333.01
37334,"description for 37334",37334.09,37334.01
37335,"description for 37335",37335.09,37335.01
37336,"description for 37336",37336.09,37336.01
37337,"description for 37337",37337.09,37337.01
37338,"description for 37338",37338.09,37338.01
37339,"description for 37339",37339.09,37339.01
37340,"description for 37340",37340.09,37340.01
37341,"description for 37341",37341.09,37341.01
37342,"description for 37342",37342.09,37342.01
37343,"description for 37343",37343.09,37343.01
37344,"description for 37344",37344.09,37344.01
37345,"description for 37345",37345.09,37345.01
37346,"description for 37346",37346.09,37346.01
37347,"description for 37347",37347.09,37347.01
37348,"description for 37348",37348.09,37348.01
37349,"description for 37349",37349.09,37349.01
37350,"description for 37350",37350.09,37350.01
37351,"description for 37351",37351.09,37351.01
37352,"description for 37352",37352.09,37352.01
37353,"description for 37353",37353.09,37353.01
37354,"description for 37354",37354.09,37354.01
37355,"description for 37355",37355.09,37355.01
37356,"description for 37356",37356.09,37356.01
37357,"description for 37357",37357.09,37357.01
37358,"description for 37358",37358.09,37358.01
37359,"description for 37359",37359.09,37359.01
37360,"description for 37360",37360.09,37360.01
37361,"description for 37361",37361.09,37361.01
37362,"description for 37362",37362.09,37362.01
37363,"description for 37363",37363.09,37363.01
37364,"description for 37364",37364.09,37364.01
37365,"description for 37365",37365.09,37365.01
37366,"description for 37366",37366.09,37366.01
37367,"description for 37367",37367.09,37367.01
37368,"description for 37368",37368.09,37368.01
37369,"description for 37369",37369.09,37369.01
37370,"description for 37370",37370.09,37370.01
37371,"description for 37371",37371.09,37371.01
37372,"description for 37372",37372.09,37372.01
37373,"description for 37373",37373.09,37373.01
37374,"description for 37374",37374.09,37374.01
37375,"description for 37375",37375.09,37375.01
37376,"description for 37376",37376.09,37376.01
37377,"description for 37377",37377.09,37377.01
37378,"description for 37378",37378.09,37378.01
37379,"description for 37379",37379.09,37379.01
37380,"description for 37380",37380.09,37380.01
37381,"description for 37381",37381.09,37381.01
37382,"description for 37382",37382.09,37382.01
37383,"description for 37383",37383.09,37383.01
37384,"description for 37384",37384.09,37384.01
37385,"description for 37385",37385.09,37385.01
37386,"description for 37386",37386.09,37386.01
37387,"description for 37387",37387.09,37387.01
37388,"description for 37388",37388.09,37388.01
37389,"description for 37389",37389.09,37389.01
37390,"description for 37390",37390.09,37390.01
37391,"description for 37391",37391.09,37391.01
37392,"description for 37392",37392.09,37392.01
37393,"description for 37393",37393.09,37393.01
37394,"description for 37394",37394.09,37394.01
37395,"description for 37395",37395.09,37395.01
37396,"description for 37396",37396.09,37396.01
37397,"description for 37397",37397.09,37397.01
37398,"description for 37398",37398.09,37398.01
37399,"description for 37399",37399.09,37399.01
37400,"description for 37400",37400.09,37400.01
37401,"description for 37401",37401.09,37401.01
37402,"description for 37402",37402.09,37402.01
37403,"description for 37403",37403.09,37403.01
37404,"description for 37404",37404.09,37404.01
37405,"description for 37405",37405.09,37405.01
37406,"description for 37406",37406.09,37406.01
37407,"description for 37407",37407.09,37407.01
